year,passengers,month_num,passenger_category
1949,0.015936254980079695,0.0,Low
1949,0.05577689243027889,0.1818181818181818,Low
1949,0.049800796812749015,0.2727272727272727,Low
1949,0.03386454183266935,0.36363636363636365,Low
1949,0.061752988047808766,0.4545454545454545,Low
1949,0.08764940239043828,0.5454545454545454,Low
1949,0.08764940239043828,0.6363636363636364,Low
1949,0.06374501992031872,0.7272727272727273,Low
1949,0.029880478087649404,0.8181818181818182,Low
1949,0.0,0.9090909090909091,Low
1949,0.027888446215139445,0.9999999999999999,Low
1950,0.02191235059760957,0.0,Low
1950,0.04382470119521914,0.09090909090909091,Low
1950,0.061752988047808766,0.2727272727272727,Low
1950,0.04183266932270918,0.36363636363636365,Low
1950,0.08964143426294824,0.4545454545454545,Low
1950,0.13147410358565736,0.5454545454545454,Low
1950,0.13147410358565736,0.6363636363636364,Low
1950,0.01992031872509961,0.9090909090909091,Low
1950,0.07171314741035856,0.9999999999999999,Low
1951,0.0816733067729084,0.0,Low
1951,0.0916334661354582,0.09090909090909091,Low
1951,0.1474103585657371,0.1818181818181818,Low
1951,0.11752988047808766,0.2727272727272727,Low
1951,0.13545816733067728,0.36363636363636365,Low
1951,0.1892430278884462,0.5454545454545454,Low
1951,0.1892430278884462,0.6363636363636364,Low
1951,0.1155378486055777,0.8181818181818182,Low
1951,0.08366533864541836,0.9090909090909091,Low
1951,0.12350597609561753,0.9999999999999999,Low
1952,0.13346613545816732,0.0,Low
1952,0.17729083665338646,0.1818181818181818,Low
1952,0.15338645418326696,0.2727272727272727,Low
1952,0.15737051792828688,0.36363636363636365,Low
1952,0.250996015936255,0.5454545454545454,Low
1952,0.27490039840637454,0.6363636363636364,Low
1952,0.20916334661354585,0.7272727272727273,Low
1952,0.17330677290836655,0.8181818181818182,Low
1952,0.17928286852589642,0.9999999999999999,Low
1953,0.18326693227091634,0.09090909090909091,Low
1953,0.26095617529880477,0.2727272727272727,Low
1953,0.2768924302788845,0.4545454545454545,Low
1953,0.3187250996015936,0.5454545454545454,Low
1953,0.3346613545816733,0.6363636363636364,Medium
1953,0.3346613545816733,0.7272727272727273,Medium
1954,0.199203187250996,0.0,Low
1954,0.26095617529880477,0.1818181818181818,Low
1954,0.2589641434262948,0.36363636363636365,Low
1954,0.3187250996015936,0.4545454545454545,Low
1954,0.39442231075697215,0.5454545454545454,Medium
1954,0.3764940239043825,0.6363636363636364,Medium
1954,0.30876494023904383,0.7272727272727273,Low
1954,0.24900398406374502,0.8181818181818182,Low
1954,0.19721115537848605,0.9090909090909091,Low
1955,0.27490039840637454,0.0,Low
1955,0.25697211155378485,0.09090909090909091,Low
1955,0.33067729083665337,0.36363636363636365,Low
1955,0.4203187250996016,0.4545454545454545,Medium
1955,0.5179282868525896,0.5454545454545454,Medium
1955,0.41434262948207173,0.7272727272727273,Medium
1955,0.3386454183266932,0.8181818181818182,Medium
1955,0.3386454183266932,0.9090909090909091,Medium
1955,0.34661354581673304,0.9999999999999999,Medium
1956,0.3585657370517928,0.0,Medium
1956,0.3446215139442231,0.09090909090909091,Medium
1956,0.4243027888446215,0.1818181818181818,Medium
1956,0.5378486055776892,0.4545454545454545,Medium
1956,0.402390438247012,0.8181818181818182,Medium
1956,0.33266932270916333,0.9090909090909091,Low
1956,0.402390438247012,0.9999999999999999,Medium
1957,0.4203187250996016,0.0,Medium
1957,0.4203187250996016,0.09090909090909091,Medium
1957,0.50199203187251,0.1818181818181818,Medium
1957,0.5,0.36363636363636365,Medium
1957,0.6334661354581674,0.4545454545454545,Medium
1958,0.47011952191235057,0.0,Medium
1958,0.4262948207171315,0.09090909090909091,Medium
1958,0.5139442231075697,0.1818181818181818,Medium
1958,0.48605577689243024,0.2727272727272727,Medium
1958,0.5159362549800797,0.36363636363636365,Medium
1958,0.6593625498007969,0.4545454545454545,Medium
1958,0.7709163346613546,0.5454545454545454,High
1958,0.798804780876494,0.6363636363636364,High
1958,0.597609561752988,0.8181818181818182,Medium
1958,0.4103585657370518,0.9090909090909091,Medium
1958,0.4641434262948207,0.9999999999999999,Medium
1959,0.5099601593625498,0.0,Medium
1959,0.6015936254980079,0.1818181818181818,Medium
1959,0.5816733067729083,0.2727272727272727,Medium
1959,0.6294820717131475,0.36363636363636365,Medium
1959,0.7330677290836654,0.4545454545454545,High
1959,0.9063745019920317,0.6363636363636364,High
1959,0.6035856573705178,0.8181818181818182,Medium
1959,0.5996015936254979,0.9999999999999999,Medium
1960,0.6235059760956176,0.0,Medium
1960,0.5717131474103585,0.09090909090909091,Medium
1960,0.7111553784860558,0.2727272727272727,High
1960,0.8585657370517927,0.4545454545454545,High
1960,1.0,0.6363636363636364,High
1960,0.8047808764940239,0.7272727272727273,High
1960,0.5697211155378485,0.9090909090909091,Medium
